SEGMENTID,LON,LAT,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
33806,-73.99070791,40.74631099,0,,1,1028648,4,1000000,1,10/28/2016 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,7,OTHER,,5174200,HYATT HOUSE HOTEL NY CHELSEA
43370,-73.92802455,40.6697778,0,,1,1028649,1,3037153,3,10/28/2016 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,9,OTHER,,3045554,GREATER BIBLEWAY TEMPLE APOSTOLIC MECCA
70840,-73.93869872,40.82823844,0,,2,3577,1,1060883,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,1052595,BETHANY BAPTIST CHURCH
34063,-73.98499068,40.75625337,0,,2,2986,5,1022613,1,05/14/2009 12:00:00 AM +0000,11/23/2016 12:00:00 AM +0000,5,NYPD,,1023039,WOODSTOCK HOUSE
37407,-73.96749839,40.78826772,0,,1,12030,2,1031607,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,1,EMS,,1028284,EL DORADO
33891,-73.98711862,40.74565923,0,,2,17387,1,1015764,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,1019208,MARBLE COLLEGIATE CHURCH
83114,-73.86996161,40.75864032,0,,2,15769,1,4035061,4,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,EMS,,39632,ALPHA MISSIONARY BAPTIST CHURCH EAST ELMHURST
120764,-73.94162171,40.61743692,0,,2,15272,2,3211708,3,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,3266579,ADATH YESHURIM CONGREGATION
173023,-73.94259565,40.80808555,0,,1,3722,1,1053577,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,EMS,,1043333,MT MORIAH BAPTIST CHURCH
70973,-73.93836333,40.84937191,0,,2,3211,1,1064262,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,1057405,HOLYROOD CHURCH
70973,-73.93792868,40.84931931,0,,2,3893,2,1064261,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,1057403,SHAARE HATIKVAH CONGREGAT
33648,-73.99574077,40.74868479,0,,2,2860,4,1014276,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,7,NYPD,,1017689,VIGILANT HOTEL
237374,-73.97767044,40.68542284,0,,1,13382,2,3059183,3,05/14/2009 12:00:00 AM +0000,07/11/2012 12:00:00 AM +0000,7,DoITT,,3075134,WILLIAMSBURGH SAVINGS BANK TOWER
173021,-73.94245188,40.80758575,0,,2,1028750,1,1053563,1,11/21/2016 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,OTHER,,1043317,PILGRIM CATHEDRAL OF HARLEM
167623,-73.90915707,40.67528,0,,2,1028751,1,3038744,3,11/21/2016 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,OTHER,,3047512,INTERNATIONAL REVIVAL TABERNACLE
34061,-73.98556169,40.75519416,0,,1,1028768,4,1022578,1,11/21/2016 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,7,OTHER,,5172875,HILTON GARDEN INN TIMES SQUARE CENTRAL
110659,-74.14683726,40.57613639,31,X,2,12813,10,5141708,5,05/14/2009 12:00:00 AM +0000,09/11/2013 12:00:00 AM +0000,4,DCP,53554802,5156289,LATOURETTE GC CLUB HOUSE
53201,-73.84156012,40.70133864,451,X,1,1003689,10,0,4,03/25/2011 12:00:00 AM +0000,09/17/2013 12:00:00 AM +0000,4,OTHER,41332506,0,FOREST PARK BUDDY MONUMENT
33251,-73.97954695,40.72856676,0,,,6686,1,0,1,05/14/2009 12:00:00 AM +0000,09/03/2013 12:00:00 AM +0000,4,DPR,,0,EL SOL BRILLANTE JR
34054,-73.98645626,40.75633686,0,,1,1028769,2,1022581,1,11/21/2016 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,13,OTHER,,1023027,ALLIED CHEMICAL TOWER
34179,-73.9800825,40.75343694,0,,1,1842,4,1035346,1,05/14/2009 12:00:00 AM +0000,11/07/2011 12:00:00 AM +0000,8,NYPD,,1030693,CHINESE TAIWAN CONSULATE
36125,-73.96890275,40.75562421,0,,2,1843,1,1038447,1,05/14/2009 12:00:00 AM +0000,11/07/2011 12:00:00 AM +0000,8,NYPD,,1031752,EQUATORIAL GUINEA APT 6D
34192,-73.98158759,40.7556984,0,,2,5894,5,1034221,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,3,EMS,,1030254,HARVARD CLUB
23307,-74.00608173,40.70568085,0,,1,13157,6,1000876,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,FDNY,,1000571,WALL STREET PLAZA
37704,-73.95528553,40.78697331,0,,1,17252,6,1047422,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,9,NYPD,,1037260,EPISCOPAL REDEEMER HOUSE
158613,-73.96042051,40.8117608,0,,2,13281,6,1059669,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,9,NYPD,,1050807,JEWISH THEOLOGICAL SEMINARY
34192,-73.98235304,40.75593828,0,,2,2383,4,1081059,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,NYPD,,1030248,ALGONQUIN HOTEL
69838,-73.92753225,40.82159012,0,,1,5214,5,2117641,2,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,5,EMS,,2002273,BRONX EAU
111543,-73.9211785,40.81494877,0,,,5059,2,2000824,2,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,2001748,NEW YORK CHILD RESOURCE CENTER INC.
37599,-73.95706485,40.78404349,0,,,11628,2,1047005,1,05/14/2009 12:00:00 AM +0000,12/10/2010 12:00:00 AM +0000,5,DoITT,,1037045,THE SPENCE SCHOOL
41183,-73.92353751,40.60678777,0,,1,10734,3,3242303,3,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,10,EMS,,3301734,DAVITA SOUTH BROOKLYN NEPHROLOGY CENTER
12394,-74.12316913,40.61533837,0,,2,3894,1,5010456,5,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,9,NYPD,,5012733,ELIM CHRISTIAN ASSEMBLY
147974,-73.98830363,40.69570174,406,X,1,14589,7,3335890,3,05/14/2009 12:00:00 AM +0000,02/16/2012 12:00:00 AM +0000,2,DCP,36705003,3000563,NYC TECH ALLIED HEALTH CENTER
166012,-73.96142861,40.77368804,464,X,1,14718,1,1082598,1,05/14/2009 12:00:00 AM +0000,02/17/2012 12:00:00 AM +0000,10,DCP,12469302,1034694,LENOX HILL PRIVATE WARD PAVILION
149121,-73.87385206,40.66538915,0,,2,15110,1,3098812,3,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,9,EMS,,3134133,HOLY REDEEMER LUTHERAN CH
118783,-73.91195762,40.67890305,0,,,13005,2,3041852,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3051887,LOVE-IN-ACTION DCC # 2
158642,-73.97385221,40.75664808,0,,2,2746,4,1089758,1,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,7,NYPD,,5171482,WALDORF ASTORIA
49552,-73.87627004,40.71325871,0,,1,18901,1,4071773,4,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,9,NYPD,,80038,MIDDLE VILLAGE METHODIST CHURCH
34192,-73.98202481,40.75582152,0,,2,10771,4,1034220,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,NYPD,,1030251,IROQUOIS HOTEL
34195,-73.9812871,40.75596863,0,,1,10767,4,1034234,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,EMS,,1030268,CLUB QUARTERS HOTEL MIDTOWN
301715,-74.07374018,40.58175476,0,N,1,8415,4,0,5,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,4,DCP,54850201,0,S BEACH PARK
9004761,-73.94193038,40.70511869,2245,X,1,6220,3,3071356,3,05/14/2009 12:00:00 AM +0000,09/07/2012 12:00:00 AM +0000,1,DCP,32055008,3093701,BORINQUEN PLAZA BUILDING 7
9003510,-73.94888899,40.68883051,2218,X,1,7466,3,3322152,3,05/14/2009 12:00:00 AM +0000,04/09/2013 12:00:00 AM +0000,1,DCP,31347005,3062997,ARMSTRONG 1 HOUSES BLDG 4
9007039,-74.11583915,40.63972748,502,X,2,9546,2,5132994,5,05/14/2009 12:00:00 AM +0000,03/11/2013 12:00:00 AM +0000,1,DCP,53831733,5147797,MARKHAM GARDENS HEATING PLANT
9002738,-73.87464194,40.67140395,148,X,2,1016028,3,3323977,3,10/04/2012 12:00:00 AM +0000,03/22/2013 12:00:00 AM +0000,1,OTHER,31178517,3129606,E NY CITY LINE HOUSES BLDG 14
9003027,-73.87320682,40.66738861,0,X,1,1016043,3,3324201,3,10/04/2012 12:00:00 AM +0000,03/22/2013 12:00:00 AM +0000,1,OTHER,31178531,3133942,EAST NYC LINE BUILDING 29
139657,-73.87880729,40.84761344,514,X,1,13063,6,2000000,2,05/14/2009 12:00:00 AM +0000,03/18/2013 12:00:00 AM +0000,4,DoITT,21545053,0,BX ZOO SOMBA VILLAGE
134691,-73.96578035,40.75228172,0,,2,15400,5,1040072,1,05/14/2009 12:00:00 AM +0000,03/08/2013 12:00:00 AM +0000,1,NYPD,,1032540,UNITED NATIONS PLZ CONDO
175503,-73.87144544,40.75614929,0,,,15528,1,0,4,05/14/2009 12:00:00 AM +0000,04/26/2013 12:00:00 AM +0000,4,DPR,,0,97TH STREET BLOCK ASSOCIATION
9000746,-73.98041111,40.59337914,236,X,2,9521,3,3378169,3,05/14/2009 12:00:00 AM +0000,05/17/2013 12:00:00 AM +0000,1,DCP,35895532,5138615,MARLBORO HOUSES BUILDING 30
55996,-73.82998219,40.69136237,0,,,4954,4,4198250,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,EMS,,220520,INDUST HOME BLIND
18183,-74.01529801,40.71500812,0,N,2,7447,4,1085867,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,DCP,11005001,1000303,EMBASSY SUITES HOTEL
41836,-73.93541088,40.64195733,0,,,4911,2,3112078,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3149943,KID'S KINGDOM
13599,-74.1139556,40.63367143,0,,1,14051,4,5106588,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5005893,SACRID HART SCHOOL
2820,-74.19074164,40.53292911,0,,2,14499,4,5081445,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,EMS,,5105836,OL STAR SEA SCHOOL
11478,-74.10863761,40.58194418,0,,2,11261,4,5051508,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5066382,ST CHRISTOPHERS SCHL
35223,-73.95263147,40.71578326,0,,1,17395,1,3061862,3,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,9,NYPD,,3079155,OL MOUNT CARMEL CHURCH
271,-74.24304541,40.50941875,0,,2,12328,4,5109820,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5121586,OL HELP CHRISTIANS SCHL
10187,-74.12551275,40.63328135,0,,1,9379,4,5089719,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5007388,OL MOUNT CARMEL SCHOOL
12507,-74.11731237,40.6131789,0,,1,8991,4,5106921,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,EMS,,5021272,ST TERESAS SCHL
1635,-74.21107851,40.52635907,0,,1,10133,4,5107789,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5111792,ST JOSEPHS ST THOMAS SCHL
126545,-74.15058205,40.54654167,0,,1,13316,4,5107684,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5085970,ST CLARES SCHOOL
166801,-73.93479121,40.57891692,408,X,1,13300,7,3347725,3,05/14/2009 12:00:00 AM +0000,03/27/2012 12:00:00 AM +0000,2,DCP,35405905,0,KINGSBORO CC PHYSICAL EDUCATION
9009270,-73.88300336,40.64853461,0,,2,1030602,3,3342903,3,12/01/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,8,OTHER,,3133213,SPRING CREEK POST OFFICE
154273,-73.88592765,40.65334476,0,,1,15819,2,3098071,3,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,3,DoITT,,3132922,SPRING CREEK LIBRARY
139657,-73.87699357,40.84659675,514,,1,7346,6,2000000,2,05/14/2009 12:00:00 AM +0000,09/13/2011 12:00:00 AM +0000,4,DoITT,,0,BRONX ZOO - SKYFARI NEAR ASIA GATE
157976,-73.88755911,40.6534445,0,,2,1030603,1,3348650,3,12/01/2017 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,7,OTHER,,5171120,PENN PLAZA SHOPPING CENTER
25154,-73.9753673,40.59434972,0,N,1,13181,3,3000000,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,DCP,34574001,0,GRAVESEND CEMETERY
177472,-73.86423614,40.76143451,0,,,1815,2,4041534,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,46484,JEROME HARDEMAN SR. CCC
25013,-73.97682915,40.59184229,0,,2,16211,1,0,3,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,4,DPR,,0,CUTINELLA TRIANGLE
23077,-74.01391872,40.70987164,0,,1,1028730,4,1001063,1,11/15/2016 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,OTHER,,5152370,CLUB QUARTERS HOTEL WORLD TRADE CENTER
87884,-73.85949334,40.87494179,0,,2,7405,2,2121102,2,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,5,DoITT,,0,BEACON GRAMMAR EARLY LEARNING ACADEMY
9008240,-73.88270405,40.66147713,91,X,2,7286,3,3324289,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,32066504,3132335,BOULEVARD HOUSES BUILDING 3
99576,-73.7846083,40.84545449,0,,1,10050,6,2082474,2,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,11,EMS,,2094827,L053
23173,-74.00892743,40.70676632,0,,2,1028731,4,1001006,1,11/15/2016 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,OTHER,,1000597,CLUB QUARTERS HOTEL WALL STREET
35951,-73.9744984,40.75312539,0,,2,1028732,4,1036183,1,11/15/2016 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,OTHER,,1031171,CLUB QUARTERS HOTEL GRAND CENTRAL
35852,-73.97819986,40.75995617,0,,2,1028733,4,1034511,1,11/15/2016 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,OTHER,,1030441,CLUB QUARTERS HOTEL OPPOSITE ROCKEFELLER CENTER
38311,-73.96102069,40.79825285,0,,1,2305,4,1055612,1,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,7,NYPD,,1046056,JAZZ ON THE PARK HOSTEL
18367,-73.9931195,40.57391527,0,,2,13011,2,3339183,3,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,5,DoITT,,5174418,CONEY ISLAND COMMUNITY DAY CAR
4628,-74.19859172,40.60063172,0,,,14557,11,0,5,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,ARTHUR KILL CHANNEL LIGHTED BUOY 36
9867,-74.15426673,40.64194556,0,,,14558,11,0,5,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,KILL VAN KULL CHANNEL EAST JUNCTION LIGHTED BUOY E
158976,-73.94755682,40.80546594,0,,1,1028848,1,1057685,1,12/01/2016 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,9,OTHER,,1048041,EBENEZER GOSPEL TABERNACLE
57452,-73.79981761,40.70658819,0,,1,1030604,6,4208989,4,12/01/2017 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,5,OTHER,,232203,MONICA HOUSE
127609,-73.97340774,40.74999436,0,,2,16258,2,1037546,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,7,NYPD,,1031517,DAILY NEWS BLDG
166104,-73.9504952,40.79030906,112,X,2,14575,3,1082314,1,05/14/2009 12:00:00 AM +0000,02/05/2013 12:00:00 AM +0000,1,DCP,11418006,1040234,CARVER HOUSES BUILDING 5
9017071,-73.94767768,40.79840373,333,X,2,8760,3,1080500,1,05/14/2009 12:00:00 AM +0000,02/26/2013 12:00:00 AM +0000,1,DCP,13220503,1040454,TAFT PROJECTS BUILDING 2
9002326,-74.00265634,40.74911928,152,X,1,8678,3,1083578,1,05/14/2009 12:00:00 AM +0000,02/11/2013 12:00:00 AM +0000,1,DCP,12027003,1016098,ELLIOTT PROJECTS BUILDING 2
9007767,-73.96570448,40.79757985,137,X,1,7978,3,1079375,1,05/14/2009 12:00:00 AM +0000,02/08/2013 12:00:00 AM +0000,1,DCP,11139010,1046476,F DOUGLASS 1 HOUSES BLDG 12
70170,-73.91563875,40.8106874,75,X,1,18469,3,2116420,2,05/14/2009 12:00:00 AM +0000,02/22/2013 12:00:00 AM +0000,1,DCP,25267008,9111133,BETANCES 1 HOUSES BUILDING 7
22496,-73.99034463,40.6767964,0,,1,16264,2,3255167,3,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,7,NYPD,,3010035,MONADNOCK CONSTRUCTION
32414,-73.9985379,40.73001658,522,,1,1028849,6,1086188,1,12/01/2016 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,5,OTHER,,1010992,NEW SANCTUARY COALITION OF NYC
157097,-73.87584514,40.76925124,0,,2,17088,4,4023432,4,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,7,DoITT,,27146,LANDING HOTEL LAGUARDIA AIRPORT
9005746,-73.94479788,40.78935683,360,X,2,12918,3,1080681,1,05/14/2009 12:00:00 AM +0000,02/28/2013 12:00:00 AM +0000,1,DCP,12131515,1041657,WASHINGTON PROJECTS BLDG 14
9007768,-73.96376638,40.79676193,137,X,2,6248,3,1081300,1,05/14/2009 12:00:00 AM +0000,02/08/2013 12:00:00 AM +0000,1,DCP,11139005,1045875,F DOUGLASS PROJECTS BLDG 7
32572,-73.99513613,40.72904258,522,,2,7344,7,1080100,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,2,DoITT,,1011176,NEW YORK UNIVERSITY 19 W 4 ST
5758,-74.15923272,40.64775888,0,,,14560,11,0,,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,KILL VAN KULL CHANNEL LIGHTED BUOY 20
13756,-74.12692905,40.68666078,0,,,14562,11,0,,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,NEWARK BAY CHANNEL LIGHTED BUOY 20
187306,-73.89102561,40.78529809,0,,,14564,11,0,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,SOUTH BROTHER ISLAND CHANNEL BUOY 9
148750,-73.86736908,40.80754068,0,,,14567,11,0,2,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,BRONX RIVER CHANNEL BUOY 6
145158,-73.91164207,40.74269874,0,,1,1028850,4,4440550,4,12/01/2016 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,7,OTHER,,9219978,QUALITY INN HOTEL WOODSIDE
59291,-73.780073,40.66637396,0,,2,1028851,4,4296629,4,12/01/2016 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,7,OTHER,,329251,FAIRFIELD INN HOTEL JFK AIRPORT
68935,-73.91046824,40.77294181,0,,1,1030605,5,4016457,4,12/01/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,9,OTHER,,20103,MASJID DAR AL DAWAH MOSQUES
164630,-74.00031658,40.76219289,0,,1,15877,4,1027087,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,8,NYPD,,5174114,CHINESE PEO REP CONSULATE
28296,-73.95798732,40.63565945,0,,1,15584,1,3120579,3,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,9,NYPD,,3160165,NATIVITY CHURCH OCEAN AVE
42200,-73.92541225,40.64819717,0,N,2,9203,1,3104513,3,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,2,DOE,30055901,3141150,PS 244 RICHARD R GREEN
67806,-73.9228084,40.76826854,0,N,1,11986,1,4007663,4,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,2,DOE,40046001,5132349,HENRY THOREAU SCHL
67806,-73.92276761,40.76832417,0,N,1,1025328,10,4007663,4,10/06/2014 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,2,DOE,40045901,5132349,30 AVENUE SCHOOL
82423,-73.84810485,40.72532807,0,,,5304,2,4051283,4,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,57332,LUCKY STARS OF FOREST HILLS
164911,-73.98177407,40.78304507,0,,2,14937,1,1030880,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,9,NYPD,,1027403,WEST END COLLEGIATE CHURCH
164911,-73.98174406,40.78318918,0,,2,11889,2,1030880,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,5,DoITT,,1063612,WEST END COLLEGIATE CHURCH PLAYSCHOOL
34524,-73.98124904,40.78332734,0,,2,10066,6,1030901,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,2,FDNY,,1027429,COLLEGIATE SCHOOL
23551,-74.00155203,40.71116398,0,N,2,1025337,13,1001388,1,10/08/2014 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,2,DOE,10079701,1001359,MURRY BERGTRAUM EDUCATIONAL CAMPUS
74904,-73.87834361,40.73416333,0,,1,11397,1,4064989,4,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,9,EMS,,0,ASCENSION CATHOLIC CHURCH
302871,-74.07659565,40.60827008,0,,,16230,4,5093255,5,05/14/2009 12:00:00 AM +0000,11/30/2016 12:00:00 AM +0000,7,NYPD,,5056398,SI MOTOR LODGE HOTEL
81293,-73.8806838,40.88177829,0,N,2,1026214,7,2096401,2,05/13/2015 12:00:00 AM +0000,11/30/2016 12:00:00 AM +0000,4,OTHER,20056401,2030020,MOSHOLU MONTEFIORE COMMUNITY CTR
45945,-73.90503645,40.61485995,0,,2,6466,8,3238055,3,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,4,NYPD,,3296931,MILL BASIN HEALTH CLUB
263039,-74.01157032,40.69580556,0,,,14108,5,0,1,05/14/2009 12:00:00 AM +0000,07/11/2012 12:00:00 AM +0000,12,NOAA,,0,DIAMOND REEF
37084,-73.97982537,40.7789622,0,,2,4656,3,1030011,1,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,DoITT,,1026737,HAMILTON SENIOR CENTER
36015,-73.97565966,40.76440951,0,,1,2907,4,1035075,1,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,7,NYPD,,1030613,AKA CENTRAL PARK HOTEL
119699,-73.90320468,40.89026569,0,,2,15134,4,2084228,2,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,EMS,,2096995,METHODIST HOME FOR NURSING & REHABILITATION
87544,-73.87016703,40.87169682,0,,2,15149,4,2056149,2,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,FDNY,,2062176,PARKVIEW HOME FOR ADULTS
39029,-73.94471099,40.82962324,0,,1,4787,2,1075506,1,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,DoITT,,1054276,CENTER TO PRESCHOOL & FAMILY HEAD START AMSTERDAM AV
122102,-73.88905994,40.71252934,0,N,1,1946,3,4062578,4,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,13,FDNY,45435701,70596,THE LUTHERAN ALL FAITHS CEMETERY
128245,-73.93252964,40.63397465,0,,2,4107,3,3213393,3,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,DoITT,,3268419,DECATUR SENIOR ACTION CENTER
32495,-73.99573477,40.72054911,0,,2,16613,2,1007156,1,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,DoITT,,1009139,CHINATOWN HEADSTART
17634,-74.02331167,40.63369968,0,,1,4593,3,3145772,3,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,DoITT,,3189516,BAY RIDGE CENTER FOR OLDER ADULTS
173641,-73.94468674,40.83250014,0,,2,16095,2,1084190,1,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,DoITT,,1054988,CENTER FOR PRESCHOOL & FAMILY LEARNING HEAD START W 155 ST
32495,-73.99571884,40.72056904,0,,2,5027,3,1007156,1,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,DoITT,,1009139,MOTT ST SENIOR CENTER
166548,-73.94838847,40.80829527,0,,2,3560,1,1057817,1,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,9,NYPD,,1048196,REFUGE TEMPLE CHUR
166502,-73.9487928,40.8082959,0,,2,1002505,4,0,1,09/03/2010 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,13,OTHER,,0,SUGAR RAY ROBINSON CORNER
158846,-73.9483166,40.80835099,0,,2,1028689,1,1057817,1,11/07/2016 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,9,OTHER,,1048195,CHRIST BIBLE INSTITUTE CH
127521,-73.94846725,40.66455935,0,,2,1028690,2,3034554,3,11/07/2016 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,9,OTHER,,3042233,BETH DAVID DAVID GERSHON SHUL
87884,-73.85885344,40.87524517,0,,1,1028692,5,2058657,2,11/07/2016 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,OTHER,,2065087,WILLIAMSBRIDGE FAMILY INN
76938,-73.90278107,40.77527512,0,,1,1028693,1,4015599,4,11/07/2016 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,9,OTHER,,19081,FREE APOSTOLIC CHURCH OF PENTECOST
29433,-73.95819711,40.67286544,0,,,17242,2,3029501,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,9,NYPD,,3036341,KOL ISRAEL CONGR
35963,-73.97139892,40.75423914,0,,2,2168,4,1037996,1,05/14/2009 12:00:00 AM +0000,02/15/2012 12:00:00 AM +0000,8,NYPD,,1031632,ZIARE MISSION 2 FL
